חודש,"מחוז למ""ס",סמל ישוב,יישוב,"סה""כ דורשי עבודה",גברים,נשים,אקדמאים,אינם אקדמאים,הבטחת הכנסה,דורשי עבודה שאינם עובדים,השמות מתוך הפניות,שיעור אבטלה מוערך ביישוב
2012-11,הדרום,1031,שדרות,1145,470,675,65,1080,708,1139,18,9%
2012-11,הדרום,1054,תל שבע,1146,528,618,2,1144,1077,1145,2,26%
2012-11,המרכז,182,אבן יהודה,157,67,90,55,102,26,156,2,2%
2012-11,המרכז,41,אליכין,55,24,31,4,51,19,55,1,3%
2012-11,המרכז,1309,אלעד,425,184,241,20,405,109,424,19,4%
2012-11,המרכז,2530,באר יעקב,236,98,138,44,192,72,230,13,3%
2012-11,המרכז,466,בית דגן,115,56,59,19,96,42,115,2,3%
2012-11,המרכז,1066,"בני עי""ש",201,88,113,26,175,72,201,0,5%
2012-11,המרכז,681,גבעת שמואל,297,151,146,118,179,56,294,6,3%
2012-11,המרכז,2550,גדרה,382,167,215,74,308,107,376,1,4%
2012-11,המרכז,627,ג'לג'וליה,89,35,54,5,84,55,88,0,3%
2012-11,המרכז,166,גן יבנה,360,141,219,47,313,91,358,7,3%
2012-11,המרכז,229,גני תקווה,186,88,98,59,127,27,184,8,2%
2012-11,המרכז,9700,הוד השרון,692,323,369,247,445,83,689,12,3%
2012-11,המרכז,1290,זמר,162,47,115,6,156,119,162,1,6%
2012-11,המרכז,2730,טייבה,2188,921,1267,13,2175,1880,2182,9,14%
2012-11,המרכז,2720,טירה,348,179,169,6,342,180,348,11,3%
2012-11,המרכז,2660,יבנה,876,409,467,87,789,378,872,51,4%
2012-11,המרכז,9400,יהוד,561,238,323,95,466,79,545,14,4%
2012-11,המרכז,1224,כוכב יאיר,88,38,50,45,43,2,88,0,2%
2012-11,המרכז,633,כפר ברא,29,16,13,0,29,16,29,0,2%
2012-11,המרכז,168,כפר יונה,333,148,185,66,267,65,332,8,3%
2012-11,המרכז,6900,כפר סבא,1265,556,709,397,868,202,1258,25,3%
2012-11,המרכז,634,כפר קאסם,251,127,124,1,250,139,251,8,3%
2012-11,המרכז,7000,לוד,2273,1009,1264,167,2106,1265,2254,123,7%
2012-11,המרכז,1200,מודיעין-מכבים-רעות*,946,403,543,363,583,70,940,48,2%
2012-11,המרכז,28,מזכרת בתיה,181,76,105,35,146,34,179,0,3%
2012-11,המרכז,7200,נס ציונה,679,295,384,147,532,205,672,1,3%
2012-11,המרכז,7400,נתניה,4416,2026,2390,680,3736,1616,4374,95,4%
2012-11,המרכז,587,סביון*,13,3,10,12,1,0,13,0,1%
2012-11,המרכז,171,פרדסייה,72,30,42,21,51,5,72,0,2%
2012-11,המרכז,7900,פתח תקווה,4271,1903,2368,880,3391,1131,4236,230,4%
2012-11,המרכז,195,קדימה-צורן,245,99,146,82,163,35,244,2,3%
2012-11,המרכז,638,קלנסווה,895,336,559,4,891,776,891,2,11%
2012-11,המרכז,469,קריית עקרון,323,148,175,19,304,133,320,3,6%
2012-11,המרכז,2640,ראש העין,759,372,387,99,660,157,749,26,4%
2012-11,המרכז,8300,ראשון לציון,4672,2057,2615,1034,3638,1557,4666,206,4%
2012-11,המרכז,8400,רחובות,2619,1122,1497,529,2090,1070,2564,13,4%
2012-11,המרכז,8500,רמלה,1862,883,979,116,1746,829,1826,65,5%
2012-11,המרכז,8700,רעננה,816,389,427,324,492,91,813,11,2%
2012-11,המרכז,1304,שוהם,205,86,119,80,125,6,205,15,2%
2012-11,המרכז,154,תל מונד,131,63,68,41,90,26,131,1,2%
2012-11,הצפון,473,אבו סנאן,760,310,450,4,756,648,756,15,14%
2012-11,הצפון,478,אכסאל,519,221,298,11,508,451,518,4,10%
2012-11,הצפון,529,אעבלין,629,250,379,8,621,530,629,9,12%
2012-11,הצפון,482,בועיינה-נוג'ידאת,385,159,226,3,382,345,381,12,11%
2012-11,הצפון,4001,בוקעאתא,402,145,257,6,396,353,393,5,15%
2012-11,הצפון,998,ביר אל-מכסור,400,139,261,1,399,342,400,3,12%
2012-11,הצפון,480,בית ג'ן,363,116,247,10,353,256,359,1,7%
2012-11,הצפון,9200,בית שאן,885,388,497,19,866,476,883,45,9%
2012-11,הצפון,944,בסמת טבעון,221,99,122,1,220,176,220,5,8%
2012-11,הצפון,483,בענה,416,169,247,2,414,348,416,8,14%
2012-11,הצפון,1292,ג'דיידה-מכר,1512,619,893,5,1507,1338,1511,17,18%
2012-11,הצפון,485,ג'ולס,259,70,189,2,257,167,259,13,10%
2012-11,הצפון,487,ג'ש (גוש חלב),52,20,32,1,51,26,51,1,3%
2012-11,הצפון,489,דבורייה,385,161,224,19,366,307,385,1,10%
2012-11,הצפון,490,דייר אל-אסד,416,173,243,7,409,334,416,5,9%
2012-11,הצפון,492,דייר חנא,639,274,365,8,631,512,639,9,15%
2012-11,הצפון,975,זרזיר,335,153,182,3,332,233,332,4,12%
2012-11,הצפון,496,חורפיש,121,37,84,7,114,71,121,1,5%
2012-11,הצפון,2034,חצור הגלילית,297,122,175,16,281,151,291,7,6%
2012-11,הצפון,6700,טבריה,1952,865,1087,120,1832,1203,1811,64,9%
2012-11,הצפון,962,טובא-זנגרייה,367,167,200,5,362,275,362,2,13%
2012-11,הצפון,498,טורעאן,577,222,355,11,566,479,573,32,11%
2012-11,הצפון,8900,טמרה,2023,793,1230,14,2009,1761,2018,19,16%
2012-11,הצפון,1295,יאנוח-ג'ת,143,51,92,3,140,106,143,3,6%
2012-11,הצפון,46,יבנאל,144,93,51,10,134,102,130,1,9%
2012-11,הצפון,499,יפיע,646,274,372,6,640,509,643,5,9%
2012-11,הצפון,240,יקנעם עילית,539,229,310,85,454,183,539,42,5%
2012-11,הצפון,502,ירכא,527,195,332,0,527,434,527,15,10%
2012-11,הצפון,504,כאבול,700,271,429,5,695,611,698,8,15%
2012-11,הצפון,505,כאוכב אבו אל-היג'א,227,102,125,4,223,189,227,9,14%
2012-11,הצפון,1296,כסרא-סמיע,210,91,119,3,207,157,208,5,7%
2012-11,הצפון,978,כעביה-טבאש-חג'אג'רה,205,82,123,2,203,148,205,1,10%
2012-11,הצפון,1263,כפר ורדים,67,24,43,28,39,12,67,0,2%
2012-11,הצפון,507,כפר יאסיף,529,217,312,7,522,429,529,9,11%
2012-11,הצפון,508,כפר כמא,69,30,39,2,67,34,67,1,4%
2012-11,הצפון,509,כפר כנא,1214,481,733,26,1188,1080,1207,34,15%
2012-11,הצפון,510,כפר מנדא,900,396,504,9,891,723,894,16,13%
2012-11,הצפון,47,כפר תבור,43,16,27,15,28,6,42,2,2%
2012-11,הצפון,1139,כרמיאל,1738,712,1026,347,1391,899,1683,43,7%
2012-11,הצפון,481,מגאר,1443,569,874,16,1427,1289,1439,20,17%
2012-11,הצפון,516,מג'ד אל-כרום,566,248,318,9,557,450,566,10,10%
2012-11,הצפון,874,מגדל העמק,1047,420,627,72,975,505,1019,52,8%
2012-11,הצפון,4201,מג'דל שמס,459,168,291,13,446,406,453,4,10%
2012-11,הצפון,517,מזרעה,172,63,109,4,168,137,171,4,9%
2012-11,הצפון,4203,מסעדה,179,62,117,7,172,148,178,0,11%
2012-11,הצפון,518,מעיליא,39,18,21,2,37,16,38,0,3%
2012-11,הצפון,1063,מעלות-תרשיחא,869,408,461,122,747,517,866,25,7%
2012-11,הצפון,520,משהד,320,124,196,7,313,267,318,6,11%
2012-11,הצפון,9100,נהרייה,2103,943,1160,254,1849,1275,2090,64,7%
2012-11,הצפון,522,נחף,404,178,226,6,398,327,404,6,9%
2012-11,הצפון,7300,נצרת,3050,1298,1752,103,2947,2403,3044,18,10%
2012-11,הצפון,1061,נצרת עילית,1918,833,1085,247,1671,1090,1826,102,8%
2012-11,הצפון,525,סאג'ור,115,43,72,1,114,77,113,0,7%
2012-11,הצפון,7500,סח'נין,2021,866,1155,31,1990,1743,2020,28,16%
2012-11,הצפון,4501,ע'ג'ר,84,37,47,2,82,60,83,3,9%
2012-11,הצפון,530,עיילבון,195,75,120,6,189,141,194,2,8%
2012-11,הצפון,511,עילוט,302,121,181,2,300,250,301,7,12%
2012-11,הצפון,532,עין מאהל,602,257,345,7,595,534,594,5,13%
2012-11,הצפון,7600,עכו,3259,1479,1780,155,3104,2540,3231,86,13%
2012-11,הצפון,7700,עפולה,1762,694,1068,209,1553,839,1715,89,7%
2012-11,הצפון,531,עראבה,1423,578,845,24,1399,1287,1422,24,16%
2012-11,הצפון,535,פסוטה,101,44,57,3,98,76,101,2,6%
2012-11,הצפון,536,פקיעין (בוקייעה),132,72,60,4,128,79,131,3,5%
2012-11,הצפון,8000,צפת,1337,707,630,97,1240,1019,1325,22,11%
2012-11,הצפון,4100,קצרין,199,85,114,38,161,80,197,7,5%
2012-11,הצפון,2800,קריית שמונה,689,307,382,57,632,276,661,72,5%
2012-11,הצפון,543,ראמה,304,119,185,9,295,239,304,0,9%
2012-11,הצפון,26,ראש פינה,46,17,29,6,40,17,46,0,3%
2012-11,הצפון,542,ריינה,671,273,398,12,659,551,669,19,11%
2012-11,הצפון,122,רמת ישי,98,36,62,37,61,11,98,0,3%
2012-11,הצפון,913,שבלי - אום אל-גנם,238,117,121,11,227,164,237,2,10%
2012-11,הצפון,812,שלומי,259,109,150,20,239,152,258,10,7%
2012-11,הצפון,538,שעב,504,212,292,5,499,454,504,9,18%
2012-11,הצפון,8800,שפרעם,1995,741,1254,29,1966,1685,1990,29,12%
2012-11,חיפה,2710,אום אל-פחם,3747,1541,2206,15,3732,3235,3743,13,20%
2012-11,חיפה,1020,אור עקיבא,623,277,346,49,574,228,617,25,6%
2012-11,חיפה,6000,באקה אל-גרביה,675,317,358,15,660,459,674,11,7%
2012-11,חיפה,9800,בנימינה-גבעת עדה*,220,82,138,67,153,59,219,4,3%
2012-11,חיפה,1326,"בסמ""ה",427,185,242,3,424,342,426,4,12%
2012-11,חיפה,541,ג'סר א-זרקא,424,235,189,2,422,283,421,2,8%
2012-11,חיפה,628,ג'ת,207,93,114,12,195,121,207,4,5%
2012-11,חיפה,494,דאלית אל-כרמל,521,205,316,10,511,296,516,4,7%
2012-11,חיפה,9300,זכרון יעקב,250,102,148,83,167,50,247,2,3%
2012-11,חיפה,6500,חדרה,2481,985,1496,332,2149,1013,2447,33,5%
2012-11,חיפה,4000,חיפה,6963,3258,3705,1184,5779,4076,6939,179,5%
2012-11,חיפה,1247,חריש,29,14,15,9,20,4,29,0,2%
2012-11,חיפה,2100,טירת כרמל,773,347,426,26,747,476,768,50,8%
2012-11,חיפה,654,כפר קרע,375,164,211,1,374,240,374,8,5%
2012-11,חיפה,1327,מעלה עירון,948,366,582,2,946,798,948,4,18%
2012-11,חיפה,2500,נשר,492,221,271,80,412,230,491,8,4%
2012-11,חיפה,534,עספיא,294,117,177,6,288,182,294,3,6%
2012-11,חיפה,637,ערערה,565,224,341,6,559,398,565,13,8%
2012-11,חיפה,537,פוריידיס,396,191,205,7,389,266,394,1,8%
2012-11,חיפה,7800,פרדס חנה-כרכור,879,376,503,142,737,290,871,27,5%
2012-11,חיפה,6800,קריית אתא,1766,774,992,173,1593,1016,1755,57,6%
2012-11,חיפה,9500,קריית ביאליק,1223,515,708,130,1093,643,1209,43,6%
2012-11,חיפה,2300,קריית טבעון,192,101,91,60,132,46,189,2,2%
2012-11,חיפה,9600,קריית ים,1578,733,845,165,1413,989,1572,49,8%
2012-11,חיפה,8200,קריית מוצקין,1113,464,649,165,948,554,1106,38,5%
2012-11,חיפה,922,רכסים,138,73,65,9,129,77,137,1,4%
2012-11,ירושלים,472,אבו גוש,264,133,131,5,259,197,264,4,10%
2012-11,ירושלים,2610,בית שמש,1303,585,718,111,1192,593,1296,64,5%
2012-11,ירושלים,3000,ירושלים,11063,4947,6116,1279,9784,6744,10993,347,4%
2012-11,ירושלים,1015,מבשרת ציון,409,179,230,73,336,191,409,12,3%
2012-11,ירושלים,1137,קריית יערים,42,12,30,4,38,17,42,1,4%
2012-11,תל אביב,2400,אור יהודה,894,401,493,34,860,292,878,34,5%
2012-11,תל אביב,565,אזור,185,92,93,27,158,38,185,8,3%
2012-11,תל אביב,6100,בני ברק,2380,1160,1220,111,2269,1313,2372,57,5%
2012-11,תל אביב,6200,בת ים,3422,1668,1754,485,2937,1342,3367,208,5%
2012-11,תל אביב,6300,גבעתיים,797,346,451,341,456,100,790,26,3%
2012-11,תל אביב,6400,הרצלייה,1076,471,605,329,747,51,1059,87,2%
2012-11,תל אביב,6600,חולון,3240,1529,1711,504,2736,916,3203,160,3%
2012-11,תל אביב,2620,קריית אונו,385,180,205,128,257,44,382,2,2%
2012-11,תל אביב,8600,רמת גן,2107,965,1142,657,1450,451,2091,71,3%
2012-11,תל אביב,2650,רמת השרון,413,180,233,178,235,15,410,38,2%
2012-11,תל אביב,5000,תל אביב -יפו,8335,4124,4211,2694,5641,2647,8271,302,3%
2012-12,אזור יהודה והשומרון,3760,אורנית,97,43,54,33,64,5,97,1,2%
2012-12,אזור יהודה והשומרון,3750,אלפי מנשה,121,55,66,39,82,3,119,1,3%
2012-12,אזור יהודה והשומרון,3560,אלקנה,33,16,17,15,18,2,32,0,2%
2012-12,אזור יהודה והשומרון,3650,אפרת,55,28,27,27,28,7,55,1,1%
2012-12,אזור יהודה והשומרון,3570,אריאל,394,183,211,81,313,103,394,7,4%
2012-12,אזור יהודה והשומרון,3574,בית אל,56,30,26,16,40,19,55,0,2%
2012-12,אזור יהודה והשומרון,3652,בית אריה,64,29,35,9,55,4,64,1,3%
2012-12,אזור יהודה והשומרון,3780,ביתר עילית,447,223,224,16,431,208,444,4,4%
2012-12,אזור יהודה והשומרון,3730,גבעת זאב,165,84,81,18,147,36,165,5,2%
2012-12,אזור יהודה והשומרון,3769,הר אדר,31,13,18,17,14,4,31,0,2%
2012-12,אזור יהודה והשומרון,3797,מודיעין עילית,383,141,242,22,361,117,377,7,3%
2012-12,אזור יהודה והשומרון,3616,מעלה אדומים,626,252,374,95,531,207,617,23,3%
2012-12,אזור יהודה והשומרון,3660,עמנואל,78,36,42,4,74,56,78,2,7%
2012-12,אזור יהודה והשומרון,3557,קדומים,38,16,22,12,26,9,37,0,2%
2012-12,אזור יהודה והשומרון,3611,קריית ארבע,107,52,55,24,83,59,107,3,4%
2012-12,אזור יהודה והשומרון,3640,קרני שומרון,87,44,43,24,63,18,87,2,3%
2012-12,הדרום,31,אופקים,1399,601,798,100,1299,990,1392,9,11%
2012-12,הדרום,2600,אילת,1418,646,772,65,1353,608,1395,31,4%
2012-12,הדרום,70,אשדוד,7053,2871,4182,804,6249,3812,6998,158,7%
2012-12,הדרום,7100,אשקלון,4438,1802,2636,673,3765,2638,4339,91,7%
2012-12,הדרום,9000,באר שבע,7442,3285,4157,981,6461,4637,7390,181,7%
2012-12,הדרום,2200,דימונה,2193,930,1263,136,2057,1504,2149,62,12%
2012-12,הדרום,1303,חורה,779,322,457,1,778,713,779,1,22%
2012-12,הדרום,831,ירוחם,468,227,241,20,448,283,462,20,11%
2012-12,הדרום,1059,כסיפה,977,423,554,2,975,886,975,2,24%
2012-12,הדרום,1271,להבים,43,21,22,21,22,4,43,0,1%
2012-12,הדרום,1060,לקיה,982,434,548,3,979,920,981,1,27%
2012-12,הדרום,1268,מיתר,59,28,31,19,40,6,58,4,1%
2012-12,הדרום,99,מצפה רמון,246,95,151,16,230,154,236,8,10%
2012-12,הדרום,246,נתיבות,1079,469,610,59,1020,569,1077,27,8%
2012-12,הדרום,666,עומר,57,21,36,26,31,6,57,2,2%
2012-12,הדרום,2560,ערד,782,364,418,149,633,440,761,58,6%
2012-12,הדרום,1192,ערערה-בנגב,990,401,589,2,988,907,989,0,26%
2012-12,הדרום,2630,קריית גת,2480,1020,1460,179,2301,1523,2475,34,9%
2012-12,הדרום,1034,קריית מלאכי,1276,571,705,37,1239,816,1257,84,11%
2012-12,הדרום,1161,רהט,3214,1370,1844,9,3205,2838,3213,26,19%
2012-12,הדרום,1286,שגב-שלום,512,195,317,0,512,463,511,2,21%
2012-12,הדרום,1031,שדרות,1190,498,692,62,1128,725,1184,25,10%
2012-12,הדרום,1054,תל שבע,1171,532,639,2,1169,1088,1170,2,27%
2012-12,המרכז,182,אבן יהודה,170,77,93,61,109,28,169,3,3%
2012-12,המרכז,41,אליכין,53,25,28,4,49,18,51,1,3%
2012-12,המרכז,1309,אלעד,433,189,244,19,414,112,431,4,4%
2012-12,המרכז,2530,באר יעקב,251,112,139,49,202,65,246,5,3%
2012-12,המרכז,466,בית דגן,112,58,54,19,93,37,112,0,3%
2012-12,המרכז,1066,"בני עי""ש",197,86,111,26,171,72,195,1,5%
2012-12,המרכז,681,גבעת שמואל,329,168,161,136,193,61,327,5,3%
2012-12,המרכז,2550,גדרה,368,159,209,68,300,111,361,4,3%
2012-12,המרכז,627,ג'לג'וליה,89,38,51,3,86,49,88,3,3%
2012-12,המרכז,166,גן יבנה,385,140,245,50,335,95,383,8,4%
2012-12,המרכז,229,גני תקווה,194,88,106,64,130,31,193,1,3%
2012-12,המרכז,9700,הוד השרון,670,339,331,222,448,68,665,11,3%
2012-12,המרכז,1290,זמר,175,55,120,8,167,127,175,4,6%
2012-12,המרכז,2730,טייבה,2214,927,1287,13,2201,1878,2209,10,14%
2012-12,המרכז,2720,טירה,376,196,180,9,367,185,376,8,4%
2012-12,המרכז,2660,יבנה,911,435,476,97,814,390,907,29,5%
2012-12,המרכז,9400,יהוד,570,240,330,91,479,67,557,27,4%
2012-12,המרכז,1224,כוכב יאיר,91,39,52,45,46,2,91,0,2%
2012-12,המרכז,633,כפר ברא,31,18,13,0,31,15,31,1,3%
2012-12,המרכז,168,כפר יונה,360,161,199,72,288,66,359,10,4%
2012-12,המרכז,6900,כפר סבא,1284,536,748,394,890,206,1279,31,3%
2012-12,המרכז,634,כפר קאסם,242,119,123,0,242,144,242,1,3%
2012-12,המרכז,7000,לוד,2273,1037,1236,168,2105,1239,2262,52,7%
2012-12,המרכז,1200,מודיעין-מכבים-רעות*,943,402,541,364,579,63,934,32,2%
2012-12,המרכז,28,מזכרת בתיה,175,76,99,32,143,39,173,2,3%
2012-12,המרכז,7200,נס ציונה,682,315,367,135,547,210,674,7,3%
2012-12,המרכז,7400,נתניה,4415,2063,2352,663,3752,1638,4379,88,4%
2012-12,המרכז,587,סביון*,13,4,9,10,3,0,13,0,1%
2012-12,המרכז,171,פרדסייה,72,31,41,18,54,6,72,0,2%
2012-12,המרכז,7900,פתח תקווה,4233,1918,2315,839,3394,1104,4199,69,4%
2012-12,המרכז,195,קדימה-צורן,250,106,144,83,167,35,250,1,3%
2012-12,המרכז,638,קלנסווה,912,351,561,4,908,786,908,1,12%
2012-12,המרכז,469,קריית עקרון,309,137,172,20,289,138,305,4,5%
2012-12,המרכז,2640,ראש העין,793,406,387,106,687,157,782,18,4%
2012-12,המרכז,8300,ראשון לציון,4707,2096,2611,1040,3667,1570,4699,52,4%
2012-12,המרכז,8400,רחובות,2569,1136,1433,509,2060,1072,2516,9,4%
2012-12,המרכז,8500,רמלה,1882,901,981,120,1762,848,1849,56,5%
2012-12,המרכז,8700,רעננה,777,370,407,290,487,85,776,13,2%
2012-12,המרכז,1304,שוהם,183,81,102,75,108,4,182,4,2%
2012-12,המרכז,154,תל מונד,141,70,71,39,102,26,140,2,2%
2012-12,הצפון,473,אבו סנאן,758,308,450,4,754,645,754,12,14%
2012-12,הצפון,478,אכסאל,533,227,306,11,522,463,533,3,11%
2012-12,הצפון,529,אעבלין,641,252,389,8,633,531,641,7,12%
2012-12,הצפון,482,בועיינה-נוג'ידאת,404,163,241,4,400,344,399,5,12%
2012-12,הצפון,4001,בוקעאתא,401,152,249,4,397,354,389,7,15%
2012-12,הצפון,998,ביר אל-מכסור,413,145,268,4,409,345,413,6,13%
2012-12,הצפון,480,בית ג'ן,347,114,233,5,342,258,342,2,7%
2012-12,הצפון,9200,בית שאן,847,372,475,19,828,468,845,70,9%
2012-12,הצפון,944,בסמת טבעון,214,96,118,1,213,173,213,2,8%
2012-12,הצפון,483,בענה,420,173,247,1,419,353,420,4,14%
2012-12,הצפון,1292,ג'דיידה-מכר,1538,644,894,5,1533,1352,1536,21,18%
2012-12,הצפון,485,ג'ולס,252,63,189,2,250,166,252,7,10%
2012-12,הצפון,487,ג'ש (גוש חלב),61,26,35,2,59,29,60,0,4%
2012-12,הצפון,489,דבורייה,399,171,228,14,385,311,398,4,10%
2012-12,הצפון,490,דייר אל-אסד,418,176,242,7,411,337,418,0,9%
2012-12,הצפון,492,דייר חנא,659,288,371,8,651,515,659,12,15%
2012-12,הצפון,975,זרזיר,345,162,183,2,343,236,339,13,12%
2012-12,הצפון,496,חורפיש,131,42,89,8,123,73,130,3,5%
2012-12,הצפון,2034,חצור הגלילית,294,126,168,19,275,140,290,8,6%
2012-12,הצפון,6700,טבריה,1980,877,1103,116,1864,1208,1830,74,9%
2012-12,הצפון,962,טובא-זנגרייה,374,170,204,4,370,265,368,2,13%
2012-12,הצפון,498,טורעאן,557,228,329,11,546,478,554,14,11%
2012-12,הצפון,8900,טמרה,2028,802,1226,12,2016,1775,2022,19,16%
2012-12,הצפון,1295,יאנוח-ג'ת,165,59,106,5,160,117,165,4,7%
2012-12,הצפון,46,יבנאל,149,98,51,7,142,109,134,2,9%
2012-12,הצפון,499,יפיע,663,293,370,6,657,515,660,4,9%
2012-12,הצפון,240,יקנעם עילית,505,215,290,75,430,176,504,26,5%
2012-12,הצפון,502,ירכא,533,201,332,0,533,440,533,13,10%
2012-12,הצפון,504,כאבול,693,267,426,5,688,603,691,7,15%
2012-12,הצפון,505,כאוכב אבו אל-היג'א,217,102,115,3,214,182,217,5,14%
2012-12,הצפון,1296,כסרא-סמיע,214,95,119,2,212,162,213,15,7%
2012-12,הצפון,978,כעביה-טבאש-חג'אג'רה,221,90,131,3,218,152,219,2,11%
2012-12,הצפון,1263,כפר ורדים,65,29,36,29,36,9,65,0,2%
2012-12,הצפון,507,כפר יאסיף,544,223,321,6,538,430,544,12,11%
2012-12,הצפון,508,כפר כמא,62,29,33,2,60,33,62,0,4%
2012-12,הצפון,509,כפר כנא,1199,459,740,25,1174,1071,1193,34,15%
2012-12,הצפון,510,כפר מנדא,919,413,506,9,910,722,913,2,14%
2012-12,הצפון,47,כפר תבור,43,15,28,15,28,6,43,0,2%
